NAME	Macrophage	T cells CD4+	Mature Luminal	PVL Differentiated	GenMod1	GenMod6	Endothelial CXCL12	Endothelial ACKR1	GenMod4	Plasmablasts	CAFs MSC iCAF-like	NK cells	Monocyte	CAFs myCAF-like	T cells CD8+	Luminal Progenitors	GenMod2	GenMod3	B cells Memory	GenMod5	DCs	NKT cells	B cells Naive	GenMod7	Myoepithelial	PVL Immature	Endothelial RGS5	Endothelial Lymphatic LYVE1
TCF4	89.1788487689791	1	1	214.134844338168	1	1	707.14868304012	479.950996686547	1	64.8093823102277	514.024067842953	1	40.0358062685703	398.402302669606	1	1	1	1	294.223850099758	1	310.497123981155	1	140.053159384052	1	1	357.108920566203	812.214081516543	309.561201806833
TCF7	1	122.198161106636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF7L1	1	1	1	1	1	1	53.7319406768118	1	1	1	1	1	1	1	1	26.9563250990542	1	1	1	1	1	1	1	1	1	1	60.8797762169819	1
TCF7L2	1	1	33.071090560401	63.2135454227301	1	1	51.7143939130134	48.6213113876653	40.6256794258698	1	198.205266635005	1	1	133.830619224744	1	40.8223752186514	1	31.6550683276931	1	1	1	1	1	43.3710657586008	66.460649349733	1	33.2489985722032	86.7280955834614
TCIRG1	115.885304464202	1	1	1	1	40.2404431522983	47.7616863874134	1	1	1	1	122.83419898432	141.870681492908	42.5267720908796	89.3451983920564	1	1	1	68.2617080233251	1	57.3671260721143	148.396380003629	1	1	1	1	57.1076014545214	1
TCL1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	207.149378086568	1	1096.04770823465	1	1	1	1	1
TCN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.1212552555177	1	1	1	1	1	1	1	1	1	1	1	1
TCN2	85.2233084795136	1	1	1	1	1	212.509549906301	149.254945586256	1	1	66.996054062242	1	1	54.0618361067143	1	1	1	1	1	1	1	1	1	1	1	1	106.188666237366	1
TCTEX1D2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.7750734219072	1	1	39.6660735213326	1	1	1	1	1	1	1	1
TCTN1	1	1	41.8005281795865	1	59.5451483117732	49.5962863059173	1	1	1	1	1	1	1	49.436939122148	1	30.1825098533703	26.3071393069511	1	1	46.8932380764729	1	1	1	40.6646618417251	56.5611451266113	1	1	1
TCTN3	1	1	31.9138479885755	1	1	23.7608589444438	1	1	1	1	78.4704800892947	71.0673000828869	1	65.3060573018262	1	1	22.9489323540181	1	1	34.7710499708709	99.7989682837798	1	1	1	1	1	31.7974970195125	334.077956111824
TDO2	1	1	1	1	1	1	1	1	92.9694308927792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.2864954139769	1	1
TDP2	1	1	1	1	1	1	1	1	42.0034362717952	1	1	1	1	1	1	1	34.7602060028936	1	1	1	1	1	1	1	1	1	49.258329827736	29.7564969350451
TEAD1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.3198184276429	1	1	1	1	1	1	1	1	1	1	1	50.6745498146187	1	1
TEAD3	1	1	36.1623482779705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95.1743037665476	1	1	1
TEAD4	1	1	1	1	1	1	58.2699983991638	1	48.6010986996398	1	1	1	1	1	1	1	27.4541488671929	27.0930303334875	1	1	1	1	1	1	1	1	1	1
TECPR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.5472662749753
TEK	1	1	1	1	1	1	65.8523817455629	71.7075921999509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.525710103719	1
TELO2	1	1	1	1	1	25.7017720123226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TES	1	1	65.4640005287458	1	1	42.6874186120616	73.5837712673603	71.171405179967	70.8186436518037	1	1	118.15617862742	52.6802082868113	47.0506714952213	1	113.7168805839	42.9565876201999	82.1237553865648	1	1	50.106069159819	95.612169927424	1	37.5760105361354	165.74757180961	102.657496043637	76.1906614928764	133.399836503254
TESC	1	1	1	1	1	1	1	83.3034298957371	1	1	1	1	42.6063351370376	1	1	1	1	1	1	1	1	1	1	1	157.368668037137	61.4403417497824	40.9693849902758	1
TET2	42.9381638341439	1	1	1	1	1	1	1	1	1	1	1	80.5187718498188	1	1	1	1	1	1	1	72.4287716060256	1	1	1	1	1	1	1
TEX264	67.5565002116091	80.2073666587213	101.586977670129	1	103.997846138937	90.4503090687927	119.165143951883	89.3465970131242	47.0096713362013	1	66.7354806242524	1	57.2925807347968	75.4620771419186	92.6395463350978	85.1750656528291	66.1371956371987	58.4218193909925	1	105.667117878673	55.1026095978073	215.221167234398	1	57.2743778893671	73.7815461968205	52.9413346048916	108.32623574533	70.7557229994628
TEX30	1	1	1	1	1	24.3549481459317	1	1	94.7726215779715	1	1	1	1	1	1	1	40.2251819264161	57.8048655095203	1	1	1	1	1	1	1	1	1	1
TEX41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	85.9754189354096	1	1
TEX9	1	1	1	1	1	1	1	1	94.6828438507767	1	1	1	1	1	1	1	54.2698766918599	32.6491288652685	1	1	1	1	1	65.0162044503566	1	1	1	1
TF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.5531999454689	1	1	1
TFAM	35.0314071390493	1	85.3394897843852	1	40.6047560224732	42.0560996087554	1	44.6255747579077	92.8471539595197	1	1	1	58.7860627366128	1	1	53.6974688600566	50.2297913039756	79.6280083426084	1	33.4386284434241	52.2870324404413	1	85.3577203264533	46.2160929744094	68.8812041820029	66.2480308649768	56.7156522376587	1
TFAP2A	1	1	169.072413433861	1	118.776246461507	92.5490641868551	1	1	114.112372221006	1	1	1	1	1	1	67.1256648373784	113.675876006044	42.7645699161675	1	141.383667017013	1	1	1	127.802383629082	113.839445044046	1	1	1
TFAP2B	1	1	162.271516396281	1	127.820025841523	108.202623868855	1	1	116.462670873446	1	1	1	1	1	1	1	143.091163586596	1	1	86.5119066487845	1	1	1	203.328607708887	59.1508085260555	1	1	1
TFAP2C	1	1	38.225083955828	1	50.2928960616919	47.404769273404	1	1	41.0953894541343	1	1	1	1	1	1	111.74769114204	33.6822183282107	1	1	52.6048493808468	1	1	1	49.9634172352239	238.585721437272	1	1	1
TFB2M	1	1	1	1	32.6917952722073	33.1720484390826	1	1	26.9068115801212	1	1	1	1	1	1	1	27.2284717660736	1	1	1	1	1	1	1	1	1	1	1
TFCP2L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.6565251580378	1	1	1	1	1	1	1	1	1	1	1	1
TFDP1	1	1	1	1	1	34.9728695396484	1	1	73.0410644031923	1	1	1	1	1	1	1	33.781036133153	30.1978990145009	1	1	1	1	1	1	1	1	1	1
TFDP2	45.4344969231259	1	72.8298642413128	1	38.7370140854219	36.5984353647475	44.2279846848582	1	76.5600106488153	1	54.6010910293464	1	1	48.7200181982211	1	47.6201629175635	44.7619969584185	43.4755625220995	1	51.3088111782437	48.4089320623485	167.20952399582	1	61.6662176456564	70.9300845395335	1	40.2887256180523	1
TFEB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	94.0115244709113	1	1	1	1	1	1	1	1	1
TFEC	130.963707760548	1	1	1	1	1	1	1	1	1	1	1	75.6495549512561	1	1	1	1	1	1	1	49.6195064470669	1	1	1	1	1	1	1
TFF1	1	1	641.609157799274	1	552.673129932073	410.890330812025	1	1	1	1	1	1	1	1	1	1	1	1	1	353.819415162267	1	1	1	367.233001710342	1	1	1	1
TFF3	1	1	723.382796525323	1	446.156901165504	718.347973995784	1	1	283.291756694345	1	1	1	1	1	1	1	445.711705148132	1	1	487.232183028559	1	1	1	426.552302826791	1	1	1	1968.24230112755
TFPI	1	1	1	193.034734165429	1	1	103.020839156322	320.187890885239	1	1	348.642001244774	1	1	128.721518720549	1	1	1	1	1	1	1	1	1	1	1	558.576070510705	119.587091271603	2534.04739732775
TFPI2	1	1	108.400191595914	1	254.980028614143	248.610203770739	1	1	1	1	1	1	1	1	1	1	1	45.4815673803532	1	1	1	1	1	1	1	1	1	1
TFPT	58.4368390218233	1	29.0473967992481	1	42.0252181003509	53.2775531918087	1	1	52.7398530564664	1	1	1	1	1	1	1	66.4845883190055	56.2078364292128	1	48.7682498428251	1	1	1	45.651909689764	1	1	1	262.327712685144
TFRC	147.82340845851	1	1	1	1	27.4987919912233	1	1	37.1009589352017	1	1	1	79.6481810594759	1	1	1	31.165297129416	1	1	42.5391646442739	54.0648564518119	1	1	45.4890399711112	1	1	1	1
TGFB1	133.735169190314	147.602131286101	1	66.0828716640555	1	1	217.802939156657	75.924947657751	1	1	59.9249869202974	347.692234715562	182.508460022605	114.62795212631	166.7455563223	1	1	74.4271104953474	135.334432451937	1	126.661640749495	293.973688666963	186.977926324952	1	1	91.4781369617291	151.549703496028	112.022219967714
TGFB1I1	1	1	1	345.439299263628	1	1	84.8244076197352	81.4113860566328	1	1	158.255425886808	1	1	203.70224658427	1	1	1	63.811433005531	1	1	1	1	1	1	285.762431945196	266.574489055093	121.831997145551	109.412578218601
TGFB3	1	1	51.7898294782301	1	1	1	1	1	1	1	75.1298425614639	1	1	118.996737277998	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TGFBI	325.099817433529	1	1	290.402190745226	1	1	1	1	1	1	111.930023077752	1	243.073124425648	142.856805936618	1	1	1	84.592637370493	1	1	106.102429315793	1	1	1	1	308.541653290573	1	1
TGFBR1	61.1360472781605	1	37.1546369573876	1	1	1	1	1	1	1	1	1	1	35.961941894121	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TGFBR2	112.573478687284	1	1	1	1	1	395.775439068456	523.290883439921	1	1	91.5477565383417	1	73.4963369798993	93.6609361384094	95.1960404713803	37.9432666131337	1	1	83.2907779835509	1	70.255250350126	1	186.359186277909	1	54.5019360043444	75.1448600756176	350.690748113925	467.348958796681
TGFBR3	1	1	1	1	1	1	1	203.588662993047	1	1	129.830920448076	1	1	1	1	1	1	1	1	1	1	116.538944841739	1	1	121.673294188014	1	118.969687412211	1
